property_id,deal_type,exit_strategy_hint,property_type,address,city,state,zip,county,beds,baths,sqft,year_built,condition,occupancy,purchase_price,arv,est_repairs,entry_fee,interest_rate,term_months,estimated_monthly_payment,mao_70_rule,days_on_market,latitude,longitude,source
3785,Rent To Own,Fix & Flip,Single Family,5356 Magnolia Cir,Nashville,TN,73935,Davidson,3,2.5,1647,1992,Heavy Rehab,Vacant,381531.0,424478.0,58493.0,29735.0,5.52,180,3385.31,238641.0,12,26.003931,-102.404925,synthetic
3786,Hybrid,Wholesale,Single Family,3550 Lake St,Chandler,AZ,79008,Maricopa,4,3.5,3297,1973,Heavy Rehab,Vacant,1019237.0,1216607.0,50342.0,14524.0,6.12,300,7730.55,801284.0,10,34.32623,-102.415755,synthetic
3787,Subto,MTR,Manufactured,1869 River Way,Houston,TX,84730,Harris,3,3.5,1874,2018,Turnkey,Tenant-Occupied,373161.0,579996.0,70303.0,20037.0,7.28,360,2774.6,335694.0,5,47.221035,-87.317688,synthetic
3788,Land Deal,Wholesale,Single Family,3431 Mason Dr,Fairview,VA,93456,County,2,3.0,1021,1970,Light Rehab,Owner-Occupied,241405.0,277940.0,15635.0,17557.0,5.87,360,1531.0,178923.0,8,43.329455,-121.790037,synthetic
3789,Subto,STR,Single Family,1155 Pine Dr,Durham,NC,18929,Durham,4,3.0,2434,1984,Heavy Rehab,Vacant,426213.0,699682.0,260506.0,17118.0,7.34,300,3550.88,229271.0,3,33.916716,-79.682757,synthetic
3790,Cash,Fix & Flip,Single Family,3984 Carr Ave,Jarrell,TX,13475,Williamson,6,4.0,2568,1952,Medium Rehab,Owner-Occupied,626150.0,798439.0,79571.0,626150.0,0.0,0,0.0,479336.0,3,29.902829,-108.057997,synthetic
3791,Hybrid,MTR,Single Family,8585 Mason Way,Greenville,LA,94157,County,4,1.5,2308,1966,Heavy Rehab,Vacant,238575.0,277736.0,65894.0,12900.0,5.5,360,1571.03,128521.0,2,43.55764,-106.059652,synthetic
3792,Cash,Fix & Flip,Single Family,2261 River Ave,Greenville,MO,17428,County,3,3.0,1446,2023,Light Rehab,Tenant-Occupied,353083.0,436107.0,57395.0,353083.0,0.0,0,0.0,247881.0,30,40.987123,-79.556059,synthetic
3793,Subto,Wholesale,Land,154 Garden Dr,Springfield,AL,44124,County,3,2.0,2720,1970,Heavy Rehab,Vacant,198190.0,302680.0,54483.0,17500.0,3.72,360,1055.67,157393.0,14,38.301796,-122.037545,synthetic
3794,Hybrid,Fix & Flip,Condo,6934 Union Rd,Orlando,FL,22375,Orange,3,2.0,2477,2019,Light Rehab,Vacant,567654.0,673064.0,35544.0,15137.0,6.84,180,5515.85,435601.0,10,34.145997,-114.524755,synthetic
3795,DSCR Carryback,LTR,Townhouse,3955 River Dr,Springfield,OR,30681,County,3,1.5,2407,1939,Medium Rehab,Tenant-Occupied,274763.0,443578.0,60532.0,22070.0,2.5,180,2080.37,249973.0,10,29.928999,-100.038707,synthetic
3796,Subto,LTR,Land,9652 Magnum Ave,Mauldin,SC,93063,Greenville,5,3.0,2176,1998,Medium Rehab,Vacant,144136.0,241757.0,33779.0,10903.0,6.45,240,1177.5,135451.0,6,27.075324,-75.830792,synthetic
3797,Cash,Wholesale,Manufactured,464 Cedar Ln,Madison,NV,79340,County,3,1.5,1853,1979,Light Rehab,Tenant-Occupied,483720.0,606671.0,0.0,483720.0,0.0,0,0.0,424670.0,20,25.635233,-99.26038,synthetic
3798,Cash,MTR,Single Family,8606 Maple Cir,Springfield,WA,54945,County,4,3.5,1633,1991,Medium Rehab,Tenant-Occupied,402502.0,454953.0,91384.0,402502.0,0.0,0,0.0,227082.0,7,42.586764,-75.124093,synthetic
3799,Rent To Own,Wholesale,Single Family,5368 Park Ct,Charlotte,NC,22683,Mecklenburg,3,4.0,1817,1989,Turnkey,Owner-Occupied,343024.0,388205.0,37055.0,14287.0,5.01,180,2971.97,234689.0,46,35.162567,-71.302157,synthetic
3800,Seller Finance,STR,Multi-Family,1573 River Rd,Riverton,CO,64893,County,4,2.0,2664,1962,Light Rehab,Tenant-Occupied,581560.0,692560.0,167272.0,15423.0,7.15,240,5152.95,317520.0,48,42.994695,-116.766955,synthetic
3801,Wrap,Wholesale,Condo,9902 Magnolia Ln,Springfield,OH,97937,County,4,2.5,1744,1970,Turnkey,Vacant,427097.0,592783.0,106631.0,11371.0,8.28,180,4485.57,308317.0,0,26.327177,-67.242932,synthetic
3802,Seller Finance,Wholesale,Single Family,392 River St,Mauldin,SC,48851,Greenville,5,3.0,2020,1990,Medium Rehab,Tenant-Occupied,203330.0,305675.0,3670.0,7380.0,5.31,240,1644.69,210302.0,11,43.473334,-87.265248,synthetic
3803,Cash,LTR,Townhouse,5565 Hill Ln,Jacksonville,FL,57905,Duval,4,2.0,3869,1991,Heavy Rehab,Vacant,632989.0,1015054.0,74901.0,632989.0,0.0,0,0.0,635636.0,7,38.911445,-113.396969,synthetic
3804,Cash,LTR,Single Family,9816 Cedar Blvd,Los Angeles,CA,50015,Los Angeles,3,2.0,1890,1949,Light Rehab,Vacant,237609.0,313605.0,39548.0,237609.0,0.0,0,0.0,179975.0,3,27.362881,-89.060777,synthetic
3805,Hybrid,Fix & Flip,Condo,4246 Atlanta Ave,Franklin,IN,80526,County,2,2.0,2499,1991,Turnkey,Tenant-Occupied,522863.0,752819.0,101772.0,16560.0,7.83,360,4536.39,425202.0,19,33.15253,-111.133145,synthetic
3806,Lease Purchase,LTR,Single Family,3678 Park Dr,Mauldin,SC,32129,Greenville,5,3.0,2728,1991,Turnkey,Vacant,410402.0,459181.0,71850.0,16716.0,9.04,360,3732.69,249577.0,31,36.517142,-69.422492,synthetic
3807,Subto,LTR,Townhouse,1707 Mason Way,San Diego,CA,74950,San Diego,2,2.5,2011,1999,Medium Rehab,Vacant,483180.0,553556.0,90857.0,9826.0,5.2,180,4475.37,296632.0,15,39.373065,-116.879678,synthetic
3808,Seller Finance,LTR,Single Family,2795 River Ct,Fort Worth,TX,51268,Tarrant,4,1.5,2648,1975,Turnkey,Vacant,269988.0,482753.0,29573.0,25511.0,4.91,180,2263.75,308354.0,50,25.852451,-119.230316,synthetic
3809,Land Deal,Wholesale,Townhouse,5448 Sikes Way,Springfield,MI,46686,County,3,2.0,1441,1966,Light Rehab,Tenant-Occupied,317179.0,494580.0,67808.0,8896.0,7.55,240,2819.09,278398.0,38,41.947266,-121.547065,synthetic
3810,Cash,Wholesale,Single Family,3609 Union Rd,San Diego,CA,43448,San Diego,2,2.5,1925,1976,Turnkey,Tenant-Occupied,328663.0,535181.0,62115.0,328663.0,0.0,0,0.0,312512.0,11,44.019975,-103.840228,synthetic
3811,Cash,Fix & Flip,Single Family,402 Atlanta Cir,Charleston,SC,45228,Charleston,4,3.0,2904,1995,Medium Rehab,Owner-Occupied,425415.0,576847.0,72166.0,425415.0,0.0,0,0.0,331627.0,1,40.5972,-115.674362,synthetic
3812,Hybrid,Fix & Flip,Single Family,176 Carr Ct,Mauldin,SC,84414,Greenville,5,4.0,2222,1997,Light Rehab,Tenant-Occupied,433782.0,602258.0,86993.0,10953.0,5.51,300,3247.31,334587.0,13,47.08525,-94.58954,synthetic
3813,Lease Purchase,STR,Single Family,4350 Mason Ct,Franklin,MI,36516,County,4,3.5,2597,2007,Heavy Rehab,Tenant-Occupied,386642.0,639997.0,0.0,9696.0,3.61,300,2282.32,447998.0,22,35.639596,-74.675291,synthetic
3814,Hybrid,Wholesale,Single Family,8726 Union Dr,Greenville,IN,43327,County,2,1.0,2123,2010,Light Rehab,Vacant,381615.0,666970.0,125011.0,39389.0,6.09,360,2733.97,341868.0,36,46.639075,-78.216769,synthetic
3815,Lease Purchase,Fix & Flip,Single Family,3007 Magnum Blvd,Greenville,OK,50345,County,3,2.5,2011,1959,Heavy Rehab,Tenant-Occupied,305391.0,384299.0,25122.0,15297.0,5.23,360,2056.87,243888.0,11,43.920769,-77.285891,synthetic
3816,DSCR Carryback,LTR,Single Family,4494 Carr Ln,Chandler,AZ,37697,Maricopa,3,1.0,2750,1998,Medium Rehab,Owner-Occupied,574198.0,791234.0,99556.0,13812.0,5.4,180,5344.74,454308.0,6,46.013792,-116.824814,synthetic
3817,Seller Finance,Fix & Flip,Single Family,5892 Magnolia Ln,Madison,VA,70594,County,4,3.5,3039,1982,Light Rehab,Owner-Occupied,239252.0,399469.0,60757.0,12777.0,5.96,180,2250.65,218871.0,39,33.408087,-89.5408,synthetic
3818,Seller Finance,N/A,Single Family,311 Garden Dr,Knoxville,TN,55929,Knox,3,2.0,1858,2010,Turnkey,Vacant,373604.0,427352.0,84170.0,7967.0,5.7,180,3447.3,214977.0,4,29.381817,-108.49647,synthetic
3819,Hybrid,Co-Living,Single Family,5406 Lake Rd,Four Oaks,NC,43579,Johnston,3,2.0,2501,1998,Light Rehab,Tenant-Occupied,524186.0,711711.0,85584.0,9408.0,7.5,180,5488.94,412614.0,7,27.852465,-109.811835,synthetic
3820,Hybrid,N/A,Townhouse,7515 Pine St,Sacramento,CA,70959,Sacramento,3,3.5,2089,1985,Turnkey,Owner-Occupied,330304.0,416216.0,69553.0,18201.0,5.68,240,2757.07,221798.0,12,48.8603,-116.343008,synthetic
3821,Hybrid,Wholesale,Single Family,1166 Lake Dr,Mesa,AZ,25783,Maricopa,5,3.5,3051,1938,Light Rehab,Vacant,767965.0,862181.0,110359.0,21917.0,4.76,360,4877.39,493168.0,45,26.749792,-112.315335,synthetic
3822,Lease Purchase,LTR,Single Family,5062 Sunset Rd,Springfield,LA,81792,County,3,2.0,2023,2005,Medium Rehab,Vacant,456801.0,636140.0,57081.0,23669.0,2.93,360,2511.16,388217.0,7,30.101784,-103.142707,synthetic
3823,Cash,STR,Single Family,756 Magnum Rd,Peoria,AZ,40640,Maricopa,2,3.0,1493,1990,Light Rehab,Vacant,269877.0,348393.0,43010.0,269877.0,0.0,0,0.0,200865.0,13,48.502446,-102.658354,synthetic
3824,Subto,N/A,Condo,5615 Pine Ct,Madison,MO,46129,County,4,2.0,1897,1974,Heavy Rehab,Vacant,215909.0,250867.0,33021.0,14717.0,6.23,180,2063.69,142586.0,5,35.783031,-112.474294,synthetic
3825,Subto,LTR,Single Family,233 Oak Way,Houston,TX,31551,Harris,2,2.0,2199,1970,Heavy Rehab,Tenant-Occupied,609976.0,772162.0,167472.0,11922.0,6.5,360,4570.14,373041.0,2,35.626178,-108.499368,synthetic
3826,Cash,Wholesale,Single Family,5651 Sunset Ln,Springfield,LA,92382,County,2,2.0,2853,2004,Heavy Rehab,Owner-Occupied,499649.0,900425.0,185465.0,499649.0,0.0,0,0.0,444833.0,33,47.582022,-93.084617,synthetic
3827,Hybrid,MTR,Single Family,918 Park Ct,Franklin,UT,80687,County,3,3.5,2644,1917,Turnkey,Tenant-Occupied,308985.0,488299.0,132920.0,16545.0,5.58,300,2306.6,208890.0,16,44.031115,-86.760049,synthetic
3828,Cash,Wholesale,Single Family,7544 Union Ave,Charleston,SC,81081,Charleston,5,3.0,3106,1959,Heavy Rehab,Tenant-Occupied,495183.0,634716.0,73811.0,495183.0,0.0,0,0.0,370490.0,27,36.326893,-76.853089,synthetic
3829,Lease Purchase,MTR,Single Family,3663 Union Dr,Atlanta,GA,32920,Fulton,3,1.0,2579,1997,Light Rehab,Vacant,243793.0,280976.0,65316.0,14898.0,7.02,300,1851.31,131367.0,8,35.425572,-94.178412,synthetic
3830,Rent To Own,LTR,Single Family,7208 Magnum Dr,Riverton,LA,33661,County,3,2.0,2484,2002,Heavy Rehab,Tenant-Occupied,393159.0,447037.0,95948.0,15009.0,5.66,240,3283.25,216978.0,12,37.588116,-119.587666,synthetic
3831,Rent To Own,LTR,Multi-Family,8858 Garden Ln,Greenville,WA,43210,County,4,3.0,2399,1939,Medium Rehab,Tenant-Occupied,506538.0,573198.0,105659.0,12145.0,6.9,240,4509.5,295580.0,10,48.568626,-78.054059,synthetic
3832,Cash,LTR,Condo,3566 Oak Ct,El Paso,TX,13285,El Paso,5,3.5,2146,1974,Heavy Rehab,Owner-Occupied,351405.0,569318.0,0.0,351405.0,0.0,0,0.0,398522.0,77,46.443526,-119.41481,synthetic
3833,Seller Finance,Fix & Flip,Single Family,9644 Hill Dr,Riverton,AL,66983,County,4,1.0,1751,2019,Heavy Rehab,Owner-Occupied,306222.0,387236.0,44424.0,20559.0,5.9,180,2715.63,226642.0,15,29.606588,-75.754731,synthetic
3834,Hybrid,Wholesale,Single Family,2515 Magnolia Ave,Nashville,TN,73998,Davidson,4,2.5,2827,1982,Turnkey,Tenant-Occupied,610718.0,915335.0,160191.0,14461.0,6.12,360,4312.34,480543.0,20,40.101915,-107.899266,synthetic
3835,Wrap,Fix & Flip,Manufactured,8527 Union Ave,Miami,FL,96593,Miami-Dade,6,1.0,2397,1990,Turnkey,Tenant-Occupied,287361.0,441407.0,59491.0,20400.0,7.17,300,2252.48,249495.0,3,30.213609,-119.680508,synthetic
3836,DSCR Carryback,MTR,Townhouse,2289 Magnolia Blvd,Austin,TX,46312,Travis,3,1.0,2590,1972,Heavy Rehab,Owner-Occupied,363206.0,643476.0,110074.0,14241.0,5.28,360,2508.95,340359.0,3,45.066891,-72.741992,synthetic
3837,Seller Finance,Wholesale,Single Family,1401 Garden Rd,Springfield,MO,76242,County,2,4.0,2314,2003,Light Rehab,Vacant,276048.0,443056.0,46612.0,15820.0,5.27,300,2001.74,263527.0,0,34.469831,-67.207732,synthetic
3838,Wrap,LTR,Single Family,6245 Union Dr,Atlanta,GA,46497,Fulton,5,1.0,1656,1984,Light Rehab,Vacant,249651.0,328871.0,52587.0,17181.0,6.82,360,1818.18,177622.0,2,38.881373,-99.151892,synthetic
3839,Cash,Wholesale,Townhouse,3324 Magnolia St,Riverside,CA,54684,Riverside,3,3.0,1658,2025,Light Rehab,Vacant,375364.0,513707.0,59300.0,375364.0,0.0,0,0.0,300295.0,2,39.947641,-115.107058,synthetic
3840,Subto,Fix & Flip,Condo,7638 River Rd,San Diego,CA,58455,San Diego,2,1.5,1503,2000,Medium Rehab,Owner-Occupied,235825.0,294243.0,60460.0,13601.0,6.49,180,2174.42,145510.0,28,33.987236,-76.802895,synthetic
3841,Subto,N/A,Single Family,1261 Oak Blvd,Fairview,MD,51340,County,3,1.5,2310,1983,Light Rehab,Vacant,481611.0,620251.0,67629.0,13745.0,5.43,240,3847.42,366547.0,1,48.643918,-81.027117,synthetic
3842,Subto,Fix & Flip,Single Family,6609 Atlanta Ave,Greenville,WA,67679,County,2,4.0,1451,2015,Light Rehab,Owner-Occupied,167393.0,272156.0,45208.0,17115.0,6.43,360,1147.39,145301.0,7,27.454444,-101.281324,synthetic
3843,Hybrid,Wholesale,Condo,1442 Park Ln,Riverton,OR,12085,County,2,2.0,1437,1937,Light Rehab,Owner-Occupied,255133.0,392791.0,39515.0,23668.0,4.76,240,1721.56,235438.0,20,31.800497,-74.582078,synthetic
3844,Lease Purchase,STR,Townhouse,7344 River Way,Springfield,CO,46456,County,3,2.0,1789,1989,Light Rehab,Vacant,513685.0,677099.0,156315.0,20965.0,5.16,240,3897.49,317654.0,14,27.646097,-112.318332,synthetic
3845,DSCR Carryback,MTR,Manufactured,7318 Lake Ln,Durham,NC,54367,Durham,3,1.0,2206,1986,Light Rehab,Vacant,204516.0,270483.0,62336.0,10802.0,6.68,180,1957.52,127002.0,6,25.113483,-123.095122,synthetic
3846,Cash,MTR,Multi-Family,6534 Oak Way,Greenville,OH,32277,County,6,3.5,2645,1971,Turnkey,Tenant-Occupied,434967.0,687146.0,5184.0,434967.0,0.0,0,0.0,475818.0,10,34.742883,-100.728146,synthetic
3847,Cash,LTR,Single Family,1449 Garden Ct,Atlanta,GA,25640,Fulton,4,2.0,1898,1983,Turnkey,Owner-Occupied,367344.0,495763.0,52159.0,367344.0,0.0,0,0.0,294875.0,12,28.774036,-101.671072,synthetic
3848,Lease Purchase,STR,Condo,5094 Maple Cir,Greenville,VA,60685,County,5,1.0,2730,1997,Medium Rehab,Tenant-Occupied,292523.0,400084.0,24664.0,9552.0,7.38,300,2383.85,255394.0,24,28.071127,-119.411691,synthetic
3849,Cash,Fix & Flip,Land,8319 Magnum Ave,Greenville,OH,14680,County,4,1.0,1544,1995,Light Rehab,Vacant,275536.0,406576.0,58982.0,275536.0,0.0,0,0.0,225621.0,6,42.756522,-88.49748,synthetic
3850,Land Deal,STR,Single Family,9372 Park Ave,Greenville,OK,24654,County,4,1.0,3009,1973,Light Rehab,Vacant,680479.0,938831.0,43601.0,13190.0,5.92,240,5498.62,613580.0,1,26.709253,-112.751836,synthetic
3851,DSCR Carryback,Wholesale,Single Family,7408 Magnum Cir,Knoxville,TN,77880,Knox,2,2.0,1402,1993,Medium Rehab,Tenant-Occupied,94961.0,163783.0,29668.0,19830.0,5.49,180,698.68,84980.0,3,36.669387,-84.850764,synthetic
3852,Lease Purchase,LTR,Single Family,2708 Sunset Ln,Riverton,OH,13063,County,2,4.0,1643,2012,Medium Rehab,Tenant-Occupied,199870.0,245626.0,43230.0,14362.0,7.03,180,1934.46,128709.0,21,28.062619,-96.315463,synthetic
3853,Lease Purchase,Fix & Flip,Single Family,1979 Mason Dr,Fairview,MO,77126,County,4,3.5,2046,1968,Turnkey,Vacant,567539.0,655363.0,96279.0,25875.0,4.72,240,4014.43,362475.0,15,36.565852,-123.733468,synthetic
3854,Subto,Wholesale,Townhouse,6670 Atlanta Ave,Jonesboro,GA,26806,Clayton,3,1.0,2280,1945,Light Rehab,Vacant,462284.0,585668.0,125041.0,13365.0,7.08,360,3604.29,284927.0,8,36.460717,-111.279508,synthetic
3855,Seller Finance,Co-Living,Land,5481 Hill Cir,Fairview,MD,33136,County,3,2.5,2002,1970,Turnkey,Tenant-Occupied,155178.0,244170.0,20496.0,19938.0,6.45,360,994.08,150423.0,32,31.397561,-86.436689,synthetic
3856,Lease Purchase,LTR,Single Family,6560 Cedar Ave,Franklin,OR,65896,County,2,1.0,1720,1964,Medium Rehab,Vacant,309188.0,445700.0,48484.0,21436.0,5.45,300,2271.25,263506.0,24,38.820469,-122.985568,synthetic
3857,Cash,LTR,Single Family,8262 River Blvd,Loganville,GA,23928,Walton,5,3.5,2930,1998,Heavy Rehab,Owner-Occupied,615168.0,687914.0,31475.0,615168.0,0.0,0,0.0,450065.0,7,28.657194,-67.478003,synthetic
3858,Land Deal,LTR,Townhouse,8062 Cedar Blvd,Los Angeles,CA,78622,Los Angeles,5,2.5,2863,1998,Light Rehab,Vacant,536649.0,686487.0,31780.0,19082.0,6.34,240,4475.2,448760.0,28,34.077136,-74.67528,synthetic
3859,DSCR Carryback,STR,Manufactured,1049 Carr Ln,Greenville,MO,56401,County,3,2.0,1562,1967,Medium Rehab,Vacant,178413.0,310619.0,56167.0,23657.0,7.18,240,1487.96,161267.0,16,37.865804,-85.522291,synthetic
3860,Land Deal,LTR,Single Family,5534 Carr Cir,San Antonio,TX,16864,Bexar,4,2.0,2591,2011,Medium Rehab,Vacant,340238.0,433137.0,27856.0,13049.0,5.92,180,3327.62,275340.0,7,42.78947,-89.504044,synthetic
3861,Land Deal,Wholesale,Manufactured,1698 Union St,Riverton,CO,30899,County,6,2.0,2585,1948,Turnkey,Vacant,254619.0,445202.0,106122.0,14865.0,7.36,300,1990.99,205520.0,6,32.628103,-88.164279,synthetic
3862,Cash,Wholesale,Multi-Family,7410 Pine Way,Riverton,AL,60449,County,4,3.5,2930,1976,Turnkey,Owner-Occupied,570511.0,957809.0,199757.0,570511.0,0.0,0,0.0,470709.0,7,45.433855,-123.66474,synthetic
3863,Cash,Wholesale,Single Family,765 Sikes Rd,Greenville,PA,58676,County,4,3.0,2617,1950,Medium Rehab,Tenant-Occupied,380566.0,464236.0,70380.0,380566.0,0.0,0,0.0,254585.0,39,37.198939,-122.330563,synthetic
3864,Hybrid,STR,Single Family,4689 Pine Rd,Greenville,CO,77057,County,2,1.5,2419,2006,Light Rehab,Vacant,288972.0,385897.0,82279.0,15502.0,5.46,240,2299.9,187849.0,7,31.089727,-75.525356,synthetic
3865,Cash,N/A,Manufactured,5406 Park Way,Loganville,GA,20695,Walton,4,2.0,1770,1963,Medium Rehab,Owner-Occupied,339414.0,380876.0,93841.0,339414.0,0.0,0,0.0,172772.0,17,47.177416,-112.677634,synthetic
3866,Seller Finance,N/A,Single Family,1874 Carr Way,Madison,MD,30921,County,4,2.5,2659,1971,Light Rehab,Vacant,543695.0,615488.0,52401.0,27136.0,6.97,300,4469.43,378440.0,9,41.218993,-104.588534,synthetic
3867,Seller Finance,Wholesale,Single Family,7799 Park St,Sacramento,CA,62515,Sacramento,3,1.5,2573,1988,Light Rehab,Owner-Occupied,561550.0,767560.0,100022.0,19476.0,4.62,240,4324.82,437269.0,32,38.888708,-118.730991,synthetic
3868,Subto,MTR,Multi-Family,3840 Garden Way,Madison,OR,34900,County,3,1.0,1411,1974,Light Rehab,Tenant-Occupied,295778.0,373296.0,27330.0,8710.0,6.04,180,2762.88,233978.0,0,32.009411,-106.815787,synthetic
3869,Subto,Fix & Flip,Single Family,4989 Cedar Ln,Nashville,TN,98074,Davidson,2,1.0,1781,2000,Turnkey,Vacant,200244.0,318202.0,44437.0,14713.0,5.67,300,1383.04,178305.0,10,42.765271,-117.973878,synthetic
3870,Hybrid,LTR,Single Family,3175 Mason Rd,Savannah,GA,82945,Chatham,4,2.0,2806,1997,Light Rehab,Owner-Occupied,609760.0,822369.0,164730.0,17279.0,6.54,240,5264.78,410928.0,19,27.563916,-69.565634,synthetic
3871,Seller Finance,Wholesale,Single Family,6192 Oak Way,Springfield,MS,87159,County,3,2.0,2333,1955,Light Rehab,Owner-Occupied,456699.0,776967.0,63503.0,10807.0,6.98,180,4714.57,480374.0,22,25.148265,-122.247143,synthetic
3872,Subto,Fix & Flip,Single Family,7442 Cedar St,Greenville,SC,18086,Greenville,4,2.5,2904,1983,Light Rehab,Tenant-Occupied,475738.0,607110.0,105856.0,16440.0,7.17,180,4756.95,319120.0,9,28.257931,-122.988448,synthetic
3873,Seller Finance,LTR,Multi-Family,804 Cedar Ln,Madison,LA,92362,County,3,3.5,3132,1984,Heavy Rehab,Owner-Occupied,531258.0,769544.0,0.0,8115.0,5.56,360,3423.28,538680.0,0,45.171195,-116.113781,synthetic
3874,Cash,LTR,Multi-Family,5269 Atlanta Way,Greenville,SC,36359,Greenville,4,3.5,2483,1999,Medium Rehab,Owner-Occupied,524497.0,706235.0,62558.0,524497.0,0.0,0,0.0,431806.0,30,39.455266,-109.829839,synthetic
3875,Cash,Wholesale,Single Family,8864 Mason St,Madison,IN,94186,County,4,4.0,2308,1983,Medium Rehab,Tenant-Occupied,176196.0,251121.0,14465.0,176196.0,0.0,0,0.0,161319.0,13,42.182527,-86.69483,synthetic
3876,Subto,LTR,Multi-Family,5912 Pine Blvd,Charlotte,NC,27460,Mecklenburg,5,1.0,2720,1961,Turnkey,Tenant-Occupied,309171.0,370546.0,85550.0,34538.0,4.21,180,2372.6,173833.0,67,46.37967,-103.715136,synthetic
3877,Hybrid,MTR,Single Family,162 Sunset Rd,Fairview,VA,26224,County,3,2.0,1999,1991,Heavy Rehab,Owner-Occupied,402482.0,552840.0,4339.0,19170.0,6.29,180,3755.7,382649.0,51,36.494872,-109.462537,synthetic
3878,Subto,MTR,Single Family,6870 Sikes Dr,Franklin,AL,63341,County,4,2.5,2205,2017,Turnkey,Vacant,378113.0,552638.0,34605.0,10313.0,5.69,360,2754.16,352242.0,16,26.005727,-90.855933,synthetic
3879,Seller Finance,Wholesale,Single Family,4208 Garden St,Houston,TX,50027,Harris,3,2.5,2103,1994,Medium Rehab,Tenant-Occupied,224424.0,406652.0,50181.0,15559.0,7.26,300,1902.17,234475.0,4,37.722119,-71.204639,synthetic
3880,Wrap,Wholesale,Condo,4653 Park Ct,Houston,TX,61159,Harris,5,2.0,2426,1984,Heavy Rehab,Tenant-Occupied,423194.0,623643.0,96424.0,9009.0,6.61,180,3988.29,340126.0,41,36.093341,-83.704104,synthetic
3881,Subto,LTR,Single Family,3246 Cedar Blvd,Fairview,WA,55218,County,3,2.5,1730,1961,Medium Rehab,Vacant,587194.0,740214.0,118074.0,21554.0,5.76,180,5497.99,400075.0,16,36.537084,-102.556987,synthetic
3882,Wrap,MTR,Single Family,2478 Maple Way,Springfield,NV,37245,County,3,1.5,1911,1973,Medium Rehab,Owner-Occupied,171890.0,278675.0,64112.0,20804.0,6.53,240,1426.43,130960.0,1,47.35739,-107.862926,synthetic
3883,Seller Finance,MTR,Single Family,890 Maple Blvd,Austin,TX,19362,Travis,3,2.5,2325,2011,Heavy Rehab,Vacant,549689.0,765047.0,141176.0,11666.0,5.53,240,4519.18,394357.0,22,40.532136,-74.984736,synthetic
3884,Lease Purchase,LTR,Single Family,9614 Lake Rd,Peoria,AZ,53649,Maricopa,3,1.0,2786,1971,Turnkey,Vacant,593388.0,1001461.0,185214.0,19803.0,6.2,360,4545.64,515808.0,12,30.559237,-78.329436,synthetic
3885,Seller Finance,Fix & Flip,Manufactured,7437 Lake Dr,Madison,OR,52534,County,2,2.5,2567,1973,Medium Rehab,Owner-Occupied,200371.0,328748.0,102214.0,15805.0,5.31,240,1472.73,127910.0,24,44.924745,-86.437293,synthetic
3886,Rent To Own,Fix & Flip,Townhouse,2470 Magnolia Dr,Knoxville,TN,71030,Knox,4,1.0,2273,1982,Light Rehab,Tenant-Occupied,515812.0,695670.0,32928.0,7143.0,3.02,180,4354.43,454041.0,10,37.575557,-98.485053,synthetic
3887,Cash,STR,Multi-Family,3158 Hill St,Franklin,OR,16145,County,4,1.0,1932,1955,Medium Rehab,Owner-Occupied,498674.0,579555.0,95516.0,498674.0,0.0,0,0.0,310173.0,36,46.416108,-111.288856,synthetic
3888,DSCR Carryback,Fix & Flip,Condo,9742 Sikes Dr,Franklin,MO,38574,County,3,2.5,1527,1980,Heavy Rehab,Vacant,303463.0,391562.0,81348.0,13976.0,6.49,300,2286.56,192745.0,24,36.211812,-95.529472,synthetic
3889,Hybrid,Wholesale,Multi-Family,566 Atlanta Cir,Fairview,VA,93039,County,4,3.0,2798,2010,Turnkey,Tenant-Occupied,286177.0,325681.0,33855.0,12616.0,6.99,360,2306.43,194122.0,9,41.374319,-93.39623,synthetic
3890,Seller Finance,Fix & Flip,Multi-Family,1216 Carr Ln,Atlanta,GA,41941,Fulton,2,3.0,2437,2024,Medium Rehab,Tenant-Occupied,157209.0,261467.0,61478.0,16119.0,6.73,360,1116.19,121549.0,7,28.445545,-103.406802,synthetic
3891,Subto,LTR,Single Family,5494 Magnolia Cir,Madison,UT,23313,County,5,3.0,2880,1996,Heavy Rehab,Vacant,598276.0,966099.0,101454.0,10975.0,8.49,360,5231.65,574815.0,8,37.207478,-90.258242,synthetic
3892,Seller Finance,Fix & Flip,Single Family,1992 Mason Ct,Tampa,FL,81457,Hillsborough,3,3.0,2176,2000,Heavy Rehab,Owner-Occupied,236192.0,394343.0,43097.0,18442.0,6.57,360,1744.09,232943.0,26,47.396841,-99.774153,synthetic
